Frame Number,BOOSTING: not overlapped: 7; failed: 0,CSRT: not overlapped: 6; failed: 0,KCF: not overlapped: 6; failed: 2,MEDIANFLOW: not overlapped: 1; failed: 62,MIL: not overlapped: 6; failed: 0,MOSSE: not overlapped: 8; failed: 22,TLD: not overlapped: 34; failed: 12
324,25.07987241,24.69817807,94.3027041,1000,62.03224968,42.10700654,103.4649699
325,27.31300057,22.20360331,97.50897395,12.04159458,65.73431372,36.49657518,30.41381265
326,31.01612484,18.02775638,98.38699101,12.04159458,58.24087911,39.3192065,32.38826948
327,32.89376841,19.84943324,104.7854952,11.66190379,52.88667129,39.3192065,65.4369926
328,36.68787266,155.6181223,100.1798383,1000,51.92301994,40.44749683,44.72135955
329,35.84689666,151.4331536,97.50897395,3.605551275,65.73431372,35.6931366,142.3024947
330,10.63014581,145.2308507,130.5450114,31.40063694,87.32124598,6,121.8400591
331,8.062257748,141.7391971,139.1761474,41.19465985,95.12623192,7.280109889,110.6797181
332,9.219544457,139.0143877,146.7310465,51.0881591,99.82484661,3.605551275,103.4649699
333,9,136.341483,8,60.13318551,103.754518,10.19803903,95.07891459
334,12.04159458,133.1803289,14.14213562,64.07027392,111.9866063,14.14213562,92.30926281
335,19.20937271,135.7939616,28.63564213,70.06425622,102.3132445,22.09072203,84.09518417
336,23.32380758,132.849539,28.28427125,70.00714249,108.7795937,26.30589288,80.95060222
337,43.8634244,132.6386067,30.2654919,71,103.1746093,28.28427125,80.5294977
338,28.28427125,130.3111661,36.49657518,76.00657866,104.8093507,32.24903099,76.66159404
339,19.79898987,130.0346108,44.40720662,80.00624976,101.7103731,36.22154055,72.71863585
340,34.40930107,132.0151506,44.18144407,76.00657866,98.24968193,38.20994635,119.0168055
341,38.20994635,130.0153837,42.04759208,72.00694411,115.7324501,42.19004622,2.236067977
342,53.15072906,130.1883251,48.0416486,78,109.3709285,46.17358552,5.385164807
343,14.03566885,130.6981255,56.0357029,92.04890005,120.4159458,60.13318551,19.02629759
344,66.03029608,132.0037878,62,97.04638066,122.40915,67.06713055,25.01999201
345,16.1245155,134.617978,64,1000,122.2620137,72.0624729,20.22374842
346,57.80138407,135.4400236,70,8.246211251,115.277925,77.02596965,1000
347,51.03920062,137.2443077,76,15.13274595,118.2074448,83.02409289,76.4852927
348,110.4943437,142.3516772,86.02325267,1000,139.1761474,1000,14.86606875
349,47.20169488,164.176734,108.9036271,25,155.5634919,1000,27.51363298
350,72.20110802,167.2154299,116.6190379,31.30495168,10.29563014,12,29.68164416
351,40.60788101,169.7439248,130.5526714,1000,3.16227766,25.07987241,61.22091146
352,39.59797975,177.428859,146.4923206,18.11077028,19.23538406,43.18564576,38.05259518
353,34.6554469,181.8130908,6,24.08318916,22.8035085,50.24937811,39.20459157
354,44.10215414,183.7416665,8.246211251,27.07397274,26.30589288,54.14794548,38.63935817
355,29.12043956,191.7837324,20.39607805,1000,28.28427125,66.12110102,13.92838828
356,36.76955262,192.5201288,20.88061302,1000,44.18144407,66.12110102,13.92838828
357,19.92485885,219.9204402,46.38965402,29.15475947,70.34912935,92.34717104,16.1245155
358,22.82542442,6.403124237,53.36665626,38.07886553,75.50496672,99.2975327,24.8394847
359,26,5,56.32051136,1000,76.90253572,104.9237819,30.47950131
360,33.52610923,16.76305461,63.56099433,7.615773106,83.5463943,112.7874106,130.8166656
361,48,36.05551275,77.79460136,1000,93.14504818,128.5496013,15.26433752
362,50.08991915,38.48376281,81.60882305,1000,98.71676656,132.4424403,1000
363,54.33231083,37.21558813,79.12016178,1000,97.01546269,131.4686274,57.218878
364,56.00892786,46.06517123,89.28605714,8,104.1393297,139.9464183,65.06919394
365,66.18912297,28.16025568,97.52948272,17.2626765,96.0832972,149.1643389,77.36924454
366,75.92759709,63.51377803,110.0545319,27.78488798,122.1228889,12.52996409,37.12142239
367,81.78630692,70.23531875,115.7410904,1000,133.150291,20.24845673,31.144823
368,109.1100362,98.27003612,140.8012784,1000,160.0312469,46.06517123,64.03124237
369,93.96275858,87.4185335,130.3840481,15.8113883,21.02379604,34.66987165,44.20407221
370,99.72462083,94.33981132,136.7040599,16.2788206,29.52964612,40.31128874,47.50789408
371,112.6410227,110.1362792,153.3883959,6.32455532,32.55764119,57.80138407,51
372,122.5275479,121.5935854,164.15846,11.66190379,33.30165161,68.09552114,43.829214
373,131.2440475,125.5388386,5.656854249,9.433981132,37.20215048,73.57309291,45.88027899
374,143.251527,138.4232639,12.64911064,18.43908891,44.94441011,86.31338251,42.72001873
375,5,149.8932954,17.88854382,20.09975124,45.61797891,96.64884893,40.31128874
376,4.123105626,157.6229679,18.86796226,18.43908891,48.46648326,104.3168251,38.60051813
377,16.03121954,173.971262,30.41381265,30.01666204,60.53924347,120.420098,86.127812
378,4.472135955,174.9285568,24.16609195,27.51363298,48.33218389,121.7086685,80.23091673
379,5.656854249,182.8332574,25.29822128,29.12043956,54.4242593,127.0157471,86.14522622
380,12,7.280109889,32.55764119,34.525353,53.22593353,136.8941197,98.00510191
381,6.403124237,3.605551275,27.65863337,30.2654919,48.37354649,134.1827113,95.03683496
382,2.828427125,1,28.16025568,34.05877273,49.1934955,138.6542462,96.62815325
383,9.848857802,7.280109889,35.90264614,38.11823711,54.7813837,146.7412689,106.4706532
384,5,6.403124237,24.73863375,26.17250466,40.49691346,136.8502832,95.52486587
385,4.472135955,4,25.70992026,29.06888371,42.43819035,141.3258646,185.1944924
386,0,8.544003745,28.16025568,31.57530681,42.05948169,148.0337799,2.236067977
387,4,10.77032961,23.76972865,27.45906044,37.73592453,148.0337799,2
388,9,12.64911064,33.54101966,1000,49.39635614,160.580198,1000
389,18.02775638,22.02271555,43.32435804,10.81665383,51.2445119,1000,31.78049716
390,26.2488095,29.73213749,51.54609588,18.86796226,67.77905281,1000,24.69817807
391,21.47091055,24.08318916,45.88027899,14.86606875,51.66236541,7.280109889,15.65247584
392,19.72308292,17.02938637,46.81879964,15.55634919,51.97114584,7.280109889,15.65247584
393,20.61552813,24.41311123,48.70318265,14.86606875,53.85164807,6.32455532,17.4642492
394,25.94224354,29.68164416,53.85164807,21.9317122,59.03388857,6.32455532,19.10497317
395,26.07680962,33.60059523,53.85164807,22.627417,60.41522987,6.08276253,36.40054945
396,23.60084744,29.41088234,51.26402247,1000,58.24946352,6.708203932,39.66106403
397,34.71310992,43.829214,61.3514466,10.04987562,65.49045732,10.63014581,58.41232747
398,28.8444102,35.51056181,59.46427499,5,63.63961031,8.062257748,53.81449619
399,32.55764119,38.91015292,63.2455532,15.29705854,65.49045732,9.219544457,89.73850901
400,29.41088234,41.59326869,58.82176468,1000,67.47592163,6.08276253,89.73850901
401,22.36067977,32.55764119,50.59644256,1000,61,8.602325267,87.09190548
402,26.90724809,38.91015292,58.69412236,8.544003745,70.40596566,2,97.18538985
403,22.82542442,33.12099032,52.88667129,5.099019514,64.32728814,9.055385138,82.46211251
404,17.88854382,40.85339643,54.81788029,6.32455532,70.83078427,10,88.39117603
405,16.4924225,37.33630941,52.88667129,6.08276253,71.16881339,15.03329638,86.92525525
406,18.43908891,43.8634244,62.16912417,9.899494937,88.32326987,8.544003745,99.959992
407,18.43908891,32.20248438,60.63827174,3,87.80091116,18.11077028,98.67117107
408,16.2788206,38.48376281,68.0661443,4.472135955,96.7729301,17,103.4456379
409,17.4642492,46.87216658,82.60750571,8.544003745,114.5862121,13,111.8257573
410,16,34.92849839,84.21401309,4.472135955,108.2589488,24.0208243,62.62587325
411,21.54065923,34.53983208,88.1192374,2.828427125,113,31.144823,73.00684899
412,18.97366596,38.89730068,99.72462083,0,118.0889495,30.01666204,74.81310046
413,47.88527958,41.59326869,113.6353818,4.123105626,127.8827588,28.01785145,73.10950691
414,54.67174773,33.37663854,109.4577544,6.32455532,125.4472,41.10960958,74.63243263
415,55.86591089,30.06659276,118.4229707,8.544003745,134.212518,43.28972164,77.4209274
416,68.50547423,14.14213562,111.4495402,24.73863375,15,59.41380311,97.83659847
417,77.3369252,16.64331698,118.0677771,26.68332813,21.02379604,64.07027392,86.40023148
418,77.17512553,10,114.1402646,35.35533906,26.68332813,69.02897942,158.533908
419,79.75587753,8,108.6830254,42.29657197,35.6931366,75.05997602,156.1601742
420,74.43117626,4.472135955,109.8362417,45.04442252,33.06055051,71,109.1787525
421,71.55417528,3.16227766,113.7717012,49,38.32753579,70.0285656,132.6197572
422,70.71067812,4,119.6829144,50.03998401,35.22782991,66.12110102,118.8276062
423,74.88658091,9.219544457,121.75385,50.35871325,40.80441153,65.12296062,98.00510191
424,70.80254233,10.63014581,117.8812962,48.25971405,36.68787266,62.07253821,97.61659695
425,68.8839604,12.64911064,117.6435294,1000,35.4682957,56.32051136,106.1037228
426,62.22539674,12.04159458,119.5491531,7.071067812,28.65309756,48.16637832,97.04638066
427,57.48912941,14.31782106,119.5491531,12.16552506,28.3019434,43.10452412,93.94147114
428,58.79625838,13,113.8419958,11.40175425,26.41968963,43.10452412,88.19297024
429,62.96824597,16.03121954,106.976633,7,35.35533906,47.38143096,91.23595782
430,65.76473219,14.03566885,108.8485186,11.40175425,30.47950131,48.50773134,74.79304781
431,80,12.04159458,110.0545319,1000,32.44996148,67.26812024,138.1918956
432,78.23042886,31.144823,145.5609838,45.17742799,5.830951895,65,181.0690476
433,76.55063684,49.49747468,165.1302516,1000,11.18033989,71.0070419,236.8459415
434,34.92849839,44.38468204,4.472135955,1000,2.236067977,92.02173656,227.1409254
435,36.87817783,39.2173431,6.32455532,14,21.21320344,115.0043477,230.2542073
436,61.6116872,24.8394847,23.34523506,40.04996879,49.36598019,146,18.02775638
437,81.54140053,18.24828759,36.22154055,60.20797289,58.30951895,1000,39.11521443
438,91.54780172,30.47950131,42.42640687,76.32168761,61.66036004,19.31320792,53.33854141
439,89.80534505,43.8634244,57.31491952,99.50376877,68.8839604,41.97618372,74.67261881
440,106.0754448,15,61.68468205,110.0045454,74.33034374,53.00943312,84
441,112.1605991,10.63014581,65.520989,119.0672079,75.27283707,63,1000
442,117.6137747,15.65247584,68.41052551,125.09996,74,71.0070419,53.48831648
443,119.6327714,12.80624847,72.277244,133.1352696,75.61084578,79.0253124,96.74709298
444,119.2015101,11.40175425,76.65507159,141.1736519,74.94664769,87.02298547,93.05912099
445,108.7060256,16.2788206,81.04319836,148.2160585,72.80109889,98.02040604,113.2828319
446,22.36067977,8.062257748,98.23441352,1000,81.70679286,121.4989712,102.019606
